isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,genres
9780822218630,0822218631,Wonder of the World,,David Lindsay-Abaire,Drama,http://books.google.com/books/content?id=t1eMMBLXGd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,THE STORY: Nothing will prepare you for the dirty little secret Cass discovers in her husband's sweater drawer. It is so shocking that our heroine has no choice but to flee to the honeymoon capital of the world in a frantic search for the life she,2003.0,3.94,72.0,43.0,['Drama']
9780822218739,0822218739,An Adult Evening of Shel Silverstein,,Shel Silverstein,Drama,http://books.google.com/books/content?id=gUnMD1VT714C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"THE STORIES: Welcome to the darkly comic world of Shel Silverstein, a world where nothing is as it seems and where the most innocent conversation can turn menacing in an instant. The ten imaginative plays in this collection range widely in content,",2003.0,4.02,72.0,195.0,['Drama']
9780822219002,082221900X,Franz Kafka's The Castle,,David Fishelson;Aaron Leichter,Drama,http://books.google.com/books/content?id=5V797rJcqXUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"THE STORY: Cited as one of the 100 greatest works of fiction of all time by a panel of international writers in 2002, THE CASTLE remains Kafka's most magical novel (New York Times). By turns sexy, comic and horrifying, this new stage version of T",2001.0,4.07,59.0,26629.0,['Drama']
9780861661411,0861661419,From Hell,Being a Melodrama in Sixteen Parts,Alan Moore;Eddie Campbell;Pete Mullins,"Detective and mystery comic books, strips, etc",http://books.google.com/books/content?id=Op3iQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Following the huge success of From Hell, Knockabout presents a stunning volume comprising a new story by Alan Moore, Snakes and Ladders, based on a performance given on Red Lion Square in Holborn. The other story, originally a performance piece by Alan Moore and Tim Perkins, was adapted as a comic by Eddie Campbell. It is a shamanism of childhood, a journey from the present to the past, back into the womb and beyond. The last part of this volume is an extensive interview of Alan Moore he gave Eddie Campbell for his self-published magazine, Egomania.",2006.0,4.16,576.0,26681.0,['Mystery']
9780865344921,0865344922,Corroborating Evidence,The Black Dahlia Murder,William T. Rasmussen,True Crime,http://books.google.com/books/content?id=0LReHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Rasmussen presents evidence to show, with reasonable certainty, that someone else committed the murders that have kept William Heirens--the longest-serving living inmate in the Illinois penal system--in prison for 58 years .",2005.0,3.3,234.0,10.0,['Thriller']
9780872203600,0872203603,Aristophanes 1,"Clouds, Wasps, Birds",Aristophanes;Peter Meineck,Drama,http://books.google.com/books/content?id=bCK_PER_2RsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents translations of three satirical plays along with information on staging, history, religious practice, myths, and issues raised by each play.",1998.0,3.76,480.0,98.0,['Drama']
9780872203617,0872203611,Aristophanes 1,"Clouds, Wasps, Birds",Aristophanes,Drama,http://books.google.com/books/content?id=EUd0SQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents translations of three satirical plays along with information on staging, history, religious practice, myths, and issues raised by each play.",1998.0,3.76,480.0,1.0,['Drama']
9780879975319,0879975318,The Many Worlds of Magnus Ridolph,,Jack Vance,"Science fiction, American",,,1980.0,3.92,174.0,271.0,['Sci-Fi']
9780922729487,0922729484,Soul Mates and Twin Flames,The Spiritual Dimension of Love and Relationships,Elizabeth Clare Prophet,Family & Relationships,http://books.google.com/books/content?id=b8LcngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"What is the difference between a soul mate, a karmic relationship and the one-and-only divine partner called a twin flame? Learn why all these relationships are so very important in our pursuit of the highest form of love.",1999.0,3.82,155.0,127.0,['Romance']
9780936197449,0936197447,"Yes, Your Teen Is Crazy!",Loving Your Kid Without Losing Your Mind,Michael J. Bradley,Family & Relationships,http://books.google.com/books/content?id=51wMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A survival guide for parents helps beleagured adults navigate their childrens' teen years, with advice on how to turn adolescents into strong, confident, productive adults.",2002.0,4.3,332.0,759.0,['Romance']
9780940450240,0940450240,"Pierre, Or, The Ambiguities","Israel Potter : His Fifty Years of Exile ; The Piazza Tales ; The Confidence-man : His Masquerade ; Uncollected Prose ; Billy Budd, Sailor : (an Inside Narrative)",Herman Melville,"Adventure stories, American",http://books.google.com/books/content?id=AdS-MgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2007.0,4.19,1478.0,332.0,['Adventure']
9780965307888,0965307883,The QPB companion to The Lord of the rings,,Brandon Geist,"Fantasy fiction, English",http://books.google.com/books/content?id=uzsAlcS9LmEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2001.0,3.31,104.0,72.0,['Fantasy']
9780965470803,0965470806,Reading Lolita in Tehran,A Memoir in Books,Azar Nafisi,American literature,,"This is the story of Azar Nafisi's dream and of the nightmare that made it come true. For two years before she left Iran in 1997, Nafisi gathered seven young women at her house every Thursday morning to read and discuss forbidden works of Western literature. They were all former students whom she had taught at university. They were unaccustomed to being asked to speak their minds, but soon they began to open up and to speak more freely, not only about the novels they were reading but also about themselves, their dreams and disappointments. Nafisi's account flashes back to the early days of the revolution, when she first started teaching at the University of Tehran amid the swirl or protests and demonstrations. Azar Nafisi's tale offers a fascinating portrait of the Iran-Iraq war viewed from Tehran and gives us a rare glimpse, from the inside, of women's lives in revolutionary Iran.",2003.0,3.6,347.0,264.0,['Classic']
9780972016414,0972016414,The Player's Handbook,The Ultimate Guide on Dating and Relationships,Heidi Fleiss;Libby Keatinge,Family & Relationships,http://books.google.com/books/content?id=a6NbAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Well-versed in the intricacies of the male psyche, the infamous Hollywood Madam offers time-tested strategies and hard-won wisdom on how to survive the love-go-round and come out on top.",2003.0,3.82,123.0,34.0,['Romance']
9781101007426,1101007427,Tom Clancy's Net Force: Virtual Vandals,Net Force 01,Tom Clancy;Steve Pieczenik;Diane Duane,Young Adult Fiction,http://books.google.com/books/content?id=nl98l4qqoasC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Here comes a Clancy first: a new series of novels for young adults starring a team of troubleshooting teens--the Net Force Explorers--who know more about cutting edge technology than their teachers!,1999.0,,,,['Young Adult']
9781400079094,1400079098,Operating Instructions,A Journal Of My Son's First Year,Anne Lamott,Family & Relationships,http://books.google.com/books/content?id=MiKz2RreyecC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single mother and writer grappling alone with the problems of a newborn baby presents a vivid account of the confusion, joys, sorrows, and struggles of the first year in her son's life. Reprint. 20,000 first printing.",2005.0,4.19,251.0,20993.0,['Romance']
9781405228183,1405228180,Den of Thieves,,Julia Golding,Adventure stories,http://books.google.com/books/content?id=-Sd0AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The third volume from the heroine Cat Royal, in which the French Royal family flee as Cat takes her first steps as a dancing spy and witnesses the power of the people.",2007.0,4.21,416.0,1404.0,['Adventure']
9781416500339,1416500332,Oedipus the King,,Sophocles;Frederic Will;Bernard Knox,Drama,http://books.google.com/books/content?id=jn1bNT1eRbMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Each volume in a collection of affordable, readable editions of some of the world's greatest works of literature features a chronology of the author's life and career, a concise introduction containing valuable background information, a timeline of significant events, an outline of key plot points and themes, detailed explanatory notes, critical analyses, discussion questions, and a list of recommended books and films.",2005.0,3.69,144.0,706.0,['Drama']
9781416502043,1416502041,The Voyage of the Jerle Shannara Trilogy,,Terry Brooks,Fantasy,http://books.google.com/books/content?id=jqVsAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When the body of a half-drowned elf is found floating in the seas of the Blue Divide, an old mystery resurfaces. Thirty years ago, an expedition in search of a legendary, ancient magic set out. But none who went ever returned. Until now. For the rescued elf carries a map covered with mysterious symbols only one man can decipher. That man is Walker Boh, the last of the Druids. But one other person understands the map's significance - the Ilse Witch, a beautiful but twisted young woman, who wields a magic as potent as Walker's own. She will stop at nothing to possess the map - and the magic it leads to. To stop her, Walker must find the magic first. And thus begins the voyage of the sleek, swift airship Jerle Shannara. The company chosen by Walker must fly into the face of unknown terrors while the Ilse Witch and her dark allies follow, waiting to strike…",2004.0,4.26,1260.0,84.0,['Fantasy']
9781416914631,1416914633,Go Ask Alice,,Anonymous,Young Adult Fiction,http://books.google.com/books/content?id=2OzLwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A teen plunges into a downward spiral of addiction in this classic cautionary tale. January 24th After you've had it, there isn't even life without drugs.... It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth -- and ultimately her life. Read her diary. Enter her world. You will never forget her. For thirty-five years, the acclaimed, bestselling first-person account of a teenage girl's harrowing decent into the nightmarish world of drugs has left an indelible mark on generations of teen readers. As powerful -- and as timely -- today as ever, Go Ask Alice remains the definitive book on the horrors of addiction.",2006.0,3.76,213.0,209572.0,['Young Adult']
9781416947400,141694740X,He's Just Not That Into You (The Newly Expanded Edition),The No-Excuses Truth to Understanding Guys,Greg Behrendt;Liz Tuccillo,Family & Relationships,http://books.google.com/books/content?id=-nIvvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"He’s Just Not That Into You—based on a popular episode of Sex and the City—is tough love advice for otherwise smart women on how to tell when a guy just doesn’t like them enough, so they can stop wasting time making excuses for a dead-end relationship. It’s the best relationship advice you’ll ever receive. For ages, women have come together over coffee, cocktails, or late-night phone chats to analyze the puzzling behavior of men. He’s afraid to get hurt again. Maybe he doesn’t want to ruin the friendship. Maybe he’s intimidated by me. He just got out of a relationship. Greg Behrendt and Liz Tuccillo are here to say that—despite good intentions—you’re wasting your time. Men are not complicated, although they’d like you to think they are. And there are no mixed messages. The truth may be, He’s just not that into you. Unfortunately, guys are too terrified to ever directly tell a woman, “You're not the one.” But their actions absolutely show how they feel. Reexamining familiar scenarios and classic mindsets that keep us in unsatisfying relationships, Behrendt and Tuccillo’s wise and wry understanding of the sexes spares women hours of waiting by the phone, obsessing over the details with sympathetic girlfriends, and hoping his mixed messages really mean, “I’m in love with you and want to be with you.” He’s Just Not That Into You is provocative, hilarious, and, above all, intoxicatingly liberating. It deserves a place on every woman’s night table. It knows you’re a beautiful, smart, funny woman who deserves better. The next time you feel the need to start “figuring him out,” consider the glorious thought that maybe, He’s just not that into you. And then set yourself loose to go find the one who is. This NEWLY EXPANDED EDITION includes: a new foreword from Greg Behrendt; a new chapter—providing an honest look at the stages of life after He's Just Not That Into You, according to Liz, including exaltation, loneliness, temptation, and balance; and Greg and Liz address the most frequently asked reader questions.",2006.0,3.66,208.0,51316.0,['Romance']
9781420927320,1420927329,The Trojan Women,,Euripides;Gilbert Murray,Drama,http://books.google.com/books/content?id=9x4jmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As bleak and agonizing a portrait of war as ever to appear on the stage, The Trojan Women is a masterpiece of pathos as well as a timeless and chilling indictment of war's brutality. Plays for Performance Series.",2006.0,3.87,80.0,4220.0,['Drama']
9781439116982,1439116989,As You Like It,,William Shakespeare,Drama,http://books.google.com/books/content?id=31-VznNmDQAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Readers and audiences have long greeted As You Like It with delight. Its characters are brilliant conversationalists, including the princesses Rosalind and Celia and their Fool, Touchstone. Soon after Rosalind and Orlando meet and fall in love, the princesses and Touchstone go into exile in the Forest of Arden, where they find new conversational partners. Duke Frederick, younger brother to Duke Senior, has overthrown his brother and forced him to live homeless in the forest with his courtiers, including the cynical Jaques. Orlando, whose older brother Oliver plotted his death, has fled there, too. Recent scholars have also grounded the play in the issues of its time. These include primogeniture, passing property from a father to his oldest son. As You Like It depicts intense conflict between brothers, exposing the human suffering that primogeniture entails. Another perspective concerns crossdressing. Most of Orlando’s courtship of Rosalind takes place while Rosalind is disguised as a man, “Ganymede.” At her urging, Orlando pretends that Ganymede is his beloved Rosalind. But as the epilogue reveals, the sixteenth-century actor playing Rosalind was male, following the practice of the time. In other words, a boy played a girl playing a boy pretending to be a girl. The authoritative edition of As You Like It from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an eBook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the play",2011.0,,,,['Drama']
9781439117019,1439117012,Henry V,,William Shakespeare,Drama,http://books.google.com/books/content?id=7wxke2Ib4DEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Henry V is Shakespeare's most famous ""war play""; it includes the storied English victory over the French at Agincourt. Some of it glorifies war, especially the choruses and Henry's speeches urging his troops into battle. But we also hear bishops conniving for war to postpone a bill that would tax the church, and soldiers expecting to reap profits from the conflict. Even in the speeches of Henry and his nobles, there are many chilling references to the human cost of war. The authoritative edition of Henry V from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an eBook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the play",2011.0,,,,['Drama']
9781439117057,1439117055,Henry IV,,William Shakespeare,Drama,http://books.google.com/books/content?id=ZUyfff17ytsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Family relationships are at the center of Henry IV, Part 1. King Henry IV and Prince Hal form one major father-son pair, with Henry in despair because Hal lives a dissolute life. The father-son pair of Hotspur (Lord Henry Percy) and his father, the Earl of Northumberland, is in seeming contrast; the king envies Northumberland “his Harry,” wishing he could claim the gallant Hotspur as his own. Meanwhile, Hal has entered into a quasi-father-son relationship with a disreputable but amusing knight, Sir John Falstaff. Another strand of action centers on still more family relationships. Hotspur’s stand against Henry focuses on Hotspur’s brother-in-law, Mortimer. Mortimer, who fought against the Welsh magician Owen Glendower, was defeated and captured and has married Glendower’s daughter. King Henry pronounces Mortimer a traitor whom he will not ransom. Hotspur, in declaring war on Henry, sees himself as fighting for Mortimer, his wife’s brother. The authoritative edition of Henry IV, Part 1 from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes: -Freshly edited text based on the best early printed version of the play -Full explanatory notes conveniently placed on pages facing the text of the play -Scene-by-scene plot summaries -A key to the play’s famous lines and phrases -An introduction to reading Shakespeare’s language -An essay by a leading Shakespeare scholar providing a modern perspective on the play -Fresh images from the Folger Shakespeare Library’s vast holdings of rare books -An annotated guide to further reading Essay by Alexander Leggatt The Folger Shakespeare Library in Washington, DC, is home to the world’s largest collection of Shakespeare’s printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu.",2011.0,,,,['Drama']
9781439117088,143911708X,Shakespeare's Sonnets,,William Shakespeare,Drama,http://books.google.com/books/content?id=T_HlKWP8AKMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A bestselling, beautifully designed edition of William Shakespeare’s sonnets, complete with valuable tools for educators. The authoritative edition of Shakespeare’s Sonnets from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes: -Full explanatory notes conveniently placed on the facing page of each sonnet -A brief introduction to each sonnet, providing insight into its possible meaning -An index of first lines -Illustrations from the Folger Shakespeare Library’s vast holdings of rare books -An essay by a leading Shakespeare scholar providing a modern perspective on the sonnets The Folger Shakespeare Library in Washington, DC, is home to the world’s largest collection of Shakespeare’s printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu.",2011.0,,,,['Drama']
9781440650222,1440650225,Henry VIII,,William Shakespeare,Drama,http://books.google.com/books/content?id=A0lCcyE9dXMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"With new editors who have incorporated the most up-to-date scholarship, this revised Pelican Shakespeare series will be the premiere choice for students, professors, and general readers well into the twenty-first century. Each volume features: * Authoritative, reliable texts * High quality introductions and notes * New, more readable trade trim size * An essay on the theatrical world of Shakespeare and essays on Shakespeare's life and the selection of texts",2001.0,,,,['Drama']
9781557831576,1557831572,The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),,Jess Borgeson;Adam Long;Daniel Singer,Drama,http://books.google.com/books/content?id=j9yF5S7lkzMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"(Applause Books). The complete script to the critically acclaimed play. ""Shakespeare as written by Reader's Digest , acted by Monty Python, and performed at the speed of the minute waltz."" L.A. Herald",1994.0,4.46,137.0,7970.0,['Drama']
9781558321823,1558321829,Smart Love,The Compassionate Alternative to Discipline That Will Make You a Better Parent and Your Child a Better Person,Martha Heineman Pieper;William Joseph Pieper,Family & Relationships,http://books.google.com/books/content?id=9hc5NgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Challenging traditional child-care methods, two professionals offer a revolutionary approach to dealing with the most difficult discipline problems.",2001.0,3.86,272.0,98.0,['Romance']
9781559362108,1559362103,A Tempest,"Based on Shakespeare's The Tempest, Adaptation for a Black Theatre",Aimé Césaire;Richard Miller,Drama,http://books.google.com/books/content?id=80GjQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2002.0,3.55,69.0,1309.0,['Drama']
9781559362153,1559362154,Dogeaters,A Play about the Philippines,Jessica Tarahata Hagedorn,Drama,http://books.google.com/books/content?id=0xZaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Hagedorn's remarkable play based on her best-selling novel.,2003.0,3.58,96.0,89.0,['Drama']
9781568659510,1568659512,The Tough Guide to Fantasyland,,Diana Wynne Jones,"Fantasy fiction, English",http://books.google.com/books/content?id=7uzyro47GgIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Satirical observations on the characters, settings, and narratives found in fantasy literature presented as a guidebook in dictionary format.",1996.0,3.94,302.0,31.0,['Fantasy']
9781573228718,1573228710,Still Here,"Embracing Aging, Changing, and Dying",Ram Dass,Family & Relationships,http://books.google.com/books/content?id=kfJvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The noted spiritualist offers humorous and insightful guidance for exploring the joy, pain, and opportunities of the later phases of life.",2001.0,4.12,224.0,786.0,['Romance']
9781576839546,1576839540,Parenting with Love and Logic,Teaching Children Responsibility,Foster Cline;Jim Fay,Family & Relationships,http://books.google.com/books/content?id=TpCtPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Cline and Fay offer advice to help parents raise kids who are self-confident, motivated, and ready for the world by teaching them responsibility and the logic of life, thereby giving them the opportunity to solve their own problems from the earliest possible age.",2006.0,4.07,271.0,9486.0,['Romance']
9781585004843,1585004847,Childhood Shadows,The Hidden Story of the Black Dahlia Murder,Mary Pacios,True Crime,http://books.google.com/books/content?id=MsXkwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The people of Scerone gathered in the Ring of Challenge. They had come to witness the passing of their beloved Amulet from one Guardian to the next, as well as the fulfilling of the ancient prophecy that would unite the two great powers of their land. But instead, betrayal and subterfuge plunged their world into chaos. The Amulet, (a powerful talisman that holds most of their world's magic) is sentenced to fifty years of silence, and worse, helplessness. The talisman is secreted away, hidden from the treacherous Queen whose one desire is to claim its powers as her own. For fifty years the power of the Amulet is trapped within the golden walls of its domain, waiting for the time when it can summon the next young woman who will serve as Guardian and wield its power. Jessica Spencer cannot explain the recurring dream that beckons to her. Every morning the message of the dream is lost leaving her with an aching desire to fulfill a fate she cannot even remember. Fifty years later, they gather once again in the Ring of Challenge, hoping to see an end to the reign of terror that began with the silencing of the Amulet half a century ago. The High Queen, who desires nothing more than to weild the power herself, the fair-haired child who is slowly realizing the fate her dreams have only hinted at, their Protector and Champion come together in the Ring of Challenge to once again decide the destiny of the Scerone. Fair-haired child full of grace",1999.0,3.5,292.0,46.0,['Thriller']
9781585100378,1585100374,Sophocles: the Theban Plays,,Sophocles,Drama,http://books.google.com/books/content?id=qCJgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"English translations of three of Sophocles' Oidipous Cycle: King Oidipous, Oidipous at Colonus, and Antigone. Focus Classical Library provides close translations with notes and essays to provide access to understanding Greek culture.",2002.0,3.97,248.0,54.0,['Drama']
9781585100873,1585100870,Aristophanes' Acharnians,,Aristophanes;Jeffrey Henderson,Drama,http://books.google.com/books/content?id=DTyrAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"English translation of Aristophanes' hilarious indictment against war, with an introductory essay and helpful notes. Essay includes biographical information on Aristophanes, the history of the play and its production, a bibliography and suggestions for further reading.",2003.0,3.42,96.0,23.0,['Drama']
9781586638498,1586638491,The Tempest,,William Shakespeare,Drama,http://books.google.com/books/content?id=ua7mxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents the original text of Shakespeare's play side by side with a modern version, with marginal notes and explanations and full descriptions of each character.",2003.0,3.81,224.0,438.0,['Drama']
9781589971288,1589971280,Creative Correction,Extraordinary Ideas for Everyday Discipline,Lisa Whelchel,Family & Relationships,http://books.google.com/books/content?id=haewmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In addition to advice on topics such as sibling conflict and lying, Whelchel offers this handy reference guide that provides a biblical perspective and down to-earth encouragement to parents who are feeling overwhelmed.",2005.0,3.93,367.0,1071.0,['Romance']
9781593082031,1593082037,The Complete Sherlock Holmes: Some personalia about Mr. Sherlock Holmes,,Sir Arthur Conan Doyle,"Detective and mystery stories, English",,,2004.0,4.49,709.0,946.0,['Mystery']
9781840233803,184023380X,Planet of the Apes,The Human War,Ian Edginton;Paco Medina;Adrian Sibar,Human-animal relationships,http://books.google.com/books/content?id=KsixAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Hit Movie and Beyond...; A sequel story arising out of events featured in the Tim Burton summer blockbuster sci-fi movie, Planet of the Apes. It's the year 2029, and astronaut/pilot Leo Davidson was caught in a special anomaly, stranded on a world where gorillas and chimps were the dominant species. A world where the remnants of mankind struggled to survive beneath the heel of ape rule. In this unique story, we discover what happens in the aftermath of Leo's adventure on the ape world.",2001.0,3.32,72.0,1.0,['Romance']
9781841157481,1841157481,The Twenty-seventh City,,Jonathan Franzen,Detective and mystery stories,http://books.google.com/books/content?id=n9-haBVXbDoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dying St. Louis is turned inside-out by the appointment of a charismatic young woman from Bombay as police chief, an act which launches the city's prominent citizens into political conspiracy. Franzen's first novel is already a classic of contemporary fiction.",2003.0,3.12,528.0,119.0,['Mystery']
9781841491837,1841491837,Crossroads of Twilight,,Robert Jordan,Fantasy fiction,http://books.google.com/books/content?id=DSp5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Robert Jordan's epic fantasy saga The Wheel of Time is now firmly established as a classic of the genre and a world-wide bestseller. Now the series continues with the eagerly-awaited tenth volume ... Rand al'Thor, the Dragon Reborn, must fight on against the Dark One in a struggle that has drawn an entire world into its vortex - claiming the souls of friends and enemies alike. He has cleansed the taint of madness from the male half of the True Source, so may now draw on its power as a weapon of awesome potential. This could tip the balance in a perilous battle against evil as Rand must gamble with himself at stake. He cannot be sure which of his allies are really enemies - even among lifelong companions.",2003.0,3.83,818.0,794.0,['Fantasy']
9781841492667,1841492663,The Word and the Void,,Terry Brooks,Fantasy fiction,http://books.google.com/books/content?id=JI-5HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"RUNNING WITH THE DEMON: One Fourth of July weekend, two men come to Hopewell, Illinois. One is a demon, a dark servant of the Void, who will feed off the anger and frustration of the community to achieve a terrible goal. Whilst families picnic and fireworks explode only John Ross, a Knight of the Word, can change the fate of humanity and save the soul of fourteen-year-old Nest Freemark. A KNIGHT OF THE WORD: The years spent saving mankind from the horrors of the Void have taken their toll on John Ross. He's lost his spirit, his belief, and now, it seems his magic. When Nest is once again drawn into the mythic world of the Word and the Void she must warn John to take up his staff of magic once again, or the battle may be lost forever. ANGEL FIRE EAST: For twenty five years, Ross has single-handedly battled against the legion of demons of the Void. But now he learns of a gypsy morph, whose power and wild magics will be an invaluable weapon against the Void - but the Void knows this too and will not rest until the creature has been corrupted - or destroyed.",2003.0,4.31,872.0,1113.0,['Fantasy']
9781841492872,1841492876,The Sword of Shannara Trilogy,,Terry Brooks,"Fantasy fiction, American",http://books.google.com/books/content?id=b8DHGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"THE SWORD OF SHANNARA: Long ago, the world of Shea Ohmsford was torn apart by war. But the half-human, half-elfin, Shea now lives in peace - until the forbidding figure of Allanon appears, to reveal that the long dead Warlock Lord lives again ... THE ELFSTONES OF SHANNARA: Ancient evil threatens the Elves and the Races of Man. For the Ellcrys, the tree of long-lost Elven magic, is dying - loosing the spell of Forbidding that locks the hordes of Demons away from Earth. Only one source has the power to stop it: the Elfstones of Shannara. THE WISHSONG OF SHANNARA: Evil stalks the Four Lands as the Ildatch, immemorial book of evil spells, has stirred to eldritch life. Once again Allanon, ancient Druid Protector of the Races, must seek the help of a descendant of Jerle Shannara.",2004.0,3.94,1191.0,169.0,['Fantasy']
9781841493558,1841493554,The Heritage of Shannara,,Terence Dean Brooks;Terry Brooks,Fantasy fiction,http://books.google.com/books/content?id=U2jEGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"THE SCIONS OF SHANNARA - A dire message from the Druid Allanon sends Par and his brother on an impossible task: to recover the long-lost Sword of Shannara - or the Four Lands will be destroyed. THE DRUID OF SHANNARA - Evil forces remain in control of the Four Lands. To restore Druid Allanon's keep, Walker Boh journeys to find the black Elfstone. He must venture into perilous lands with a strange band of fellow travellers - one of whom is hatching his own sinister plot. THE ELF QUEEN OF SHANNARA - Ordered by the Druid Allanon to find the Elves and return them to the world of Men, Wren is taken to an island where they might still exist. Even if by some miracle she locates the Elves, will they follow her? THE TALISMANS OF SHANNARA - The Shadowen still swarm over the Four Lands, poisoning everything with their dark magic. Their leader is determined to destroy all the Scions of Shannara. The charges are doomed to failure - unless Par can unlock the Sword of Shannara's power.",2005.0,4.28,1238.0,66.0,['Fantasy']
9781841494081,1841494089,The Darkness that Comes Before,,R. Scott Bakker,Fantasy,http://books.google.com/books/content?id=BG8qGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A score of centuries has passed since the First Apocalypse and the thoughts of men have turned, inevitably, to more worldly concerns... A veteran sorcerer and spy seeks news of an ancient enemy. A military genius plots to conquer the known world for his Emperor but dreams of the throne for himself. The spiritual leader of the Thousand Temples seeks a Holy War to cleanse the land of the infidel. An exiled barbarian chieftain seeks vengeance against the man who disgraced him. And into this world steps a man like no other, seeking to bind all - man and woman, emperor and slave - to his own mysterious ends. But the fate of men - even great men - means little when the world itself may soon be torn asunder. Behind the politics, beneath the religious fervour, a dark and ancient evil is reawakening. After two thousand years, the No-God is returning. The Second Apocalypse is nigh. And one cannot raise walls against what has been forgotten...",2005.0,3.79,638.0,317.0,['Fantasy']
